index,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,travel_date,pickup_area,dropoff_area,lyft_cost,lyft_plus_cost,lyft_line_cost,lyft_distance,lyft_duration
54000,1,2016-01-01 05:06:44,2016-01-01 05:28:22,1,5.5,-73.989501953125,40.767890930175774,1,N,-73.91817474365234,40.78130340576172,1,20.0,0.5,0.5,6.35,0.0,0.3,27.65,2016-01-01,Manhattan,Queens,25.50,38.50,21.13,5.97,2058
54001,1,2016-01-01 05:06:45,2016-01-01 05:33:26,1,9.2,-73.9861602783203,40.76244354248047,1,N,-73.85554504394531,40.703067779541016,1,29.0,0.5,0.5,6.05,0.0,0.3,36.35,2016-01-01,Manhattan,Queens,37.00,57.50,34.17,10.67,2622
54002,1,2016-01-01 05:06:45,2016-01-01 05:23:17,2,4.4,-73.9877395629883,40.73837661743164,1,N,-73.95532989501955,40.71826553344727,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,2016-01-01,Manhattan,Brooklyn,24.00,35.50,20.00,5.25,1809
54003,1,2016-01-01 05:06:46,2016-01-01 05:44:13,1,8.5,-74.00662994384766,40.74403381347656,1,N,-73.91480255126955,40.70143127441406,1,31.0,0.5,0.5,2.0,0.0,0.3,34.3,2016-01-01,Manhattan,Brooklyn,34.50,52.00,28.80,8.52,2611
54004,1,2016-01-01 05:06:46,2016-01-01 05:26:35,1,5.9,-73.9896926879883,40.729251861572266,1,N,-73.91716766357422,40.76139831542969,1,19.5,0.5,0.5,3.0,0.0,0.3,23.8,2016-01-01,Manhattan,Queens,31.00,46.50,25.60,7.88,2202
54005,1,2016-01-01 05:06:47,2016-01-01 05:10:33,2,0.9,-73.97915649414062,40.7514762878418,1,N,-73.99109649658203,40.750877380371094,1,5.0,0.5,0.5,3.0,0.0,0.3,9.3,2016-01-01,Manhattan,Manhattan,10.00,14.50,5.32,0.98,685
54006,1,2016-01-01 05:06:47,2016-01-01 05:26:43,1,9.5,-73.95326232910156,40.775657653808594,1,N,-73.85639190673827,40.856876373291016,2,29.0,0.5,0.5,0.0,0.0,0.3,30.3,2016-01-01,Manhattan,Bronx,32.50,50.00,29.00,9.94,1927
54007,1,2016-01-01 05:06:47,2016-01-01 05:20:05,1,4.6,-73.98426055908203,40.69537734985352,1,N,-73.9915313720703,40.74929809570313,1,15.5,0.5,0.5,0.0,0.0,0.3,16.8,2016-01-01,Brooklyn,Manhattan,21.50,32.50,17.91,4.84,1734
54008,1,2016-01-01 05:06:48,2016-01-01 05:15:17,1,2.2,-73.92857360839844,40.68033218383789,1,N,-73.9026107788086,40.69136047363281,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25,2016-01-01,Brooklyn,Brooklyn,11.50,17.00,7.11,2.0,853
54009,1,2016-01-01 05:06:48,2016-01-01 05:10:12,1,0.7,-73.9980926513672,40.74577713012695,1,N,-73.99134826660156,40.75509643554688,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,2016-01-01,Manhattan,Manhattan,9.50,13.50,5.21,0.82,622
54010,1,2016-01-01 05:06:48,2016-01-01 05:16:50,1,2.8,-73.93295288085938,40.85039520263672,1,N,-73.90030670166014,40.834228515625,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,2016-01-01,Manhattan,Bronx,13.50,20.00,11.02,2.96,914
54011,1,2016-01-01 05:06:50,2016-01-01 05:16:18,1,2.5,-73.98163604736328,40.6792106628418,1,N,-73.94229125976562,40.676624298095696,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2016-01-01,Brooklyn,Brooklyn,14.00,20.50,8.70,2.68,1072
54012,1,2016-01-01 05:06:51,2016-01-01 05:10:41,1,1.0,-73.98133087158203,40.72510147094727,1,N,-73.98638153076173,40.7342529296875,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,2016-01-01,Manhattan,Manhattan,9.50,13.50,5.20,1.0,589
54013,1,2016-01-01 05:06:52,2016-01-01 05:31:16,1,6.2,-74.00633239746094,40.73314666748047,1,N,-73.96234130859375,40.657958984375,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8,2016-01-01,Manhattan,Brooklyn,29.50,44.50,24.58,7.51,1994
54014,1,2016-01-01 05:06:52,2016-01-01 05:17:22,1,3.2,-73.98760986328125,40.72446823120117,1,N,-73.99102020263672,40.75769805908203,1,11.5,0.5,0.5,2.55,0.0,0.3,15.35,2016-01-01,Manhattan,Manhattan,18.50,28.00,11.77,3.5,1632
54015,1,2016-01-01 05:06:52,2016-01-01 05:13:20,1,2.1,-73.99289703369139,40.737979888916016,1,N,-73.97106170654298,40.75419235229492,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2016-01-01,Manhattan,Manhattan,14.00,21.00,8.91,2.33,1230
