index,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,travel_date,pickup_area,dropoff_area,lyft_cost,lyft_plus_cost,lyft_line_cost,lyft_distance,lyft_duration
68500,1,2016-01-01 10:42:06,2016-01-01 10:55:03,1,3.5,-73.91924285888672,40.743560791015625,1,N,-73.97410583496094,40.75765228271485,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8,2016-01-01,Queens,Manhattan,18.50,28.00,15.40,3.87,1466
68501,1,2016-01-01 10:42:06,2016-01-01 10:47:14,2,1.4,-73.99063110351562,40.73400497436523,1,N,-73.98780822753906,40.74995422363281,1,6.5,0.0,0.5,10.0,0.0,0.3,17.3,2016-01-01,Manhattan,Manhattan,10.40,15.20,8.16,1.53,842
68502,1,2016-01-01 10:42:09,2016-01-01 10:45:48,1,1.3,-73.96855926513672,40.79151153564453,1,N,-73.98131561279298,40.77391815185547,1,5.5,0.0,0.5,1.25,0.0,0.3,7.55,2016-01-01,Manhattan,Manhattan,10.00,14.50,5.36,1.42,565
68503,1,2016-01-01 10:42:10,2016-01-01 10:46:53,1,1.4,-73.95199584960938,40.7864646911621,1,N,-73.94950103759766,40.80195617675781,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,2016-01-01,Manhattan,Manhattan,10.00,14.50,6.94,1.49,527
68504,1,2016-01-01 10:42:12,2016-01-01 10:53:32,1,2.7,-73.97066497802734,40.79580307006836,1,N,-73.94119262695312,40.805976867675774,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,2016-01-01,Manhattan,Manhattan,12.50,19.00,10.35,2.55,903
68505,1,2016-01-01 10:42:12,2016-01-01 10:43:38,1,0.5,-73.98108673095702,40.74452209472656,1,N,-73.98395538330078,40.73830032348633,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,2016-01-01,Manhattan,Manhattan,8.00,12.00,5.20,0.57,304
68506,1,2016-01-01 10:42:13,2016-01-01 10:58:23,1,4.0,-73.99329376220702,40.722511291503906,1,Y,-73.92869567871094,40.70833587646485,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8,2016-01-01,Manhattan,Brooklyn,17.50,27.00,14.70,4.21,1265
68507,1,2016-01-01 10:42:14,2016-01-01 10:55:14,1,2.9,-73.99344635009766,40.75634765625,1,N,-73.9593734741211,40.76769256591797,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8,2016-01-01,Manhattan,Manhattan,16.50,24.50,10.40,3.1,1377
68508,1,2016-01-01 10:42:14,2016-01-01 11:02:50,2,8.9,-73.86279296875,40.769039154052734,1,N,-73.96145629882812,40.75583267211913,1,27.0,0.0,0.5,3.2,0.0,0.3,31.0,2016-01-01,Queens,Manhattan,31.50,46.50,26.20,8.1,1829
68509,1,2016-01-01 10:42:16,2016-01-01 10:59:41,1,4.9,-73.98109436035155,40.76428604125977,1,N,-74.01418304443358,40.71299362182617,2,17.5,0.0,0.5,0.0,0.0,0.3,18.3,2016-01-01,Manhattan,Manhattan,22.67,34.67,21.72,5.33,1805
