index,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,travel_date,pickup_area,dropoff_area,lyft_cost,lyft_plus_cost,lyft_line_cost,lyft_distance,lyft_duration
6000,1,2016-01-01 00:34:06,2016-01-01 00:52:51,2,4.3,-73.98564910888672,40.73173522949219,1,N,-73.94767761230467,40.782730102539055,1,16.0,0.5,0.5,3.45,0.0,0.3,20.75,2016-01-01,Manhattan,Manhattan,21.50,32.50,13.48,5.14,1597
6001,1,2016-01-01 00:34:07,2016-01-01 00:39:06,1,1.2,-73.95802307128906,40.71310806274415,1,N,-73.95354461669923,40.72503662109375,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,2016-01-01,Brooklyn,Brooklyn,10.00,14.50,6.00,1.24,591
6002,1,2016-01-01 00:34:07,2016-01-01 00:48:53,4,2.2,-73.9852066040039,40.75343704223633,1,N,-74.0052490234375,40.74020385742188,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,2016-01-01,Manhattan,Manhattan,13.00,19.00,8.18,2.04,1125
6003,1,2016-01-01 00:34:08,2016-01-01 00:39:10,3,0.8,-73.99862670898438,40.71968460083008,1,N,-73.9898452758789,40.72631454467773,3,5.5,0.5,0.5,0.0,0.0,0.3,6.8,2016-01-01,Manhattan,Manhattan,9.50,14.00,5.20,0.95,633
6004,1,2016-01-01 00:34:08,2016-01-01 01:08:00,1,5.4,-73.98999786376955,40.733795166015625,1,N,-73.97245788574219,40.79500961303711,1,24.5,0.5,0.5,3.0,0.0,0.3,28.8,2016-01-01,Manhattan,Manhattan,25.50,38.50,16.07,5.94,2044
6005,1,2016-01-01 00:34:08,2016-01-01 00:37:53,3,1.1,-73.96503448486328,40.77232360839844,1,N,-73.952880859375,40.78036117553711,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,2016-01-01,Manhattan,Manhattan,9.50,13.50,5.20,1.13,520
6006,1,2016-01-01 00:34:08,2016-01-01 00:37:47,1,0.9,-73.9574203491211,40.780067443847656,1,N,-73.94778442382812,40.772796630859375,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2016-01-01,Manhattan,Manhattan,9.50,13.50,5.20,0.96,612
6007,1,2016-01-01 00:34:09,2016-01-01 00:43:09,2,2.6,-73.95803833007811,40.76841354370117,1,N,-73.96839904785155,40.794105529785156,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,2016-01-01,Manhattan,Manhattan,14.00,21.00,8.84,2.68,1107
6008,1,2016-01-01 00:34:09,2016-01-01 00:53:05,1,1.6,-73.99363708496094,40.76213836669922,1,N,-73.98899078369139,40.75202560424805,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55,2016-01-01,Manhattan,Manhattan,10.50,15.00,5.91,1.14,793
6009,1,2016-01-01 00:34:09,2016-01-01 00:39:21,1,0.9,-73.96713256835938,40.75665664672852,1,N,-73.96224975585938,40.764427185058594,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,2016-01-01,Manhattan,Manhattan,9.50,13.50,5.20,0.95,565
6010,1,2016-01-01 00:34:10,2016-01-01 00:51:59,1,7.0,-73.9510498046875,40.812313079833984,1,N,-73.86106109619139,40.833839416503906,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8,2016-01-01,Manhattan,Bronx,26.50,40.50,24.50,7.56,1722
6011,1,2016-01-01 00:34:10,2016-01-01 01:01:52,2,8.1,-73.93982696533203,40.707706451416016,1,N,-73.9525146484375,40.77672576904297,2,27.0,0.5,0.5,0.0,0.0,0.3,28.3,2016-01-01,Brooklyn,Manhattan,35.00,53.50,29.10,9.23,2638
6012,1,2016-01-01 00:34:11,2016-01-01 00:52:29,1,4.0,-73.95112609863281,40.77863693237305,1,N,-73.97650146484375,40.72880172729492,1,15.5,0.5,0.5,3.0,0.0,0.3,19.8,2016-01-01,Manhattan,Manhattan,19.00,28.50,12.00,4.35,1418
6013,1,2016-01-01 00:34:11,2016-01-01 00:43:16,1,1.4,-73.98847961425781,40.72758865356445,1,N,-74.00060272216798,40.73984146118164,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,2016-01-01,Manhattan,Manhattan,11.50,16.50,6.96,1.5,967
6014,1,2016-01-01 00:34:11,2016-01-01 00:43:48,1,2.3,-73.95384979248048,40.7750129699707,1,N,-73.97629547119139,40.74581909179688,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,2016-01-01,Manhattan,Manhattan,14.00,21.00,8.91,2.86,1066
