index,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,travel_date,pickup_area,dropoff_area,lyft_cost,lyft_plus_cost,lyft_line_cost,lyft_distance,lyft_duration
53000,1,2016-01-01 04:53:49,2016-01-01 05:12:52,1,8.3,-73.9935531616211,40.74725341796875,1,N,-73.94357299804686,40.83085250854492,2,25.5,0.5,0.5,0.0,0.0,0.3,26.8,2016-01-01,Manhattan,Manhattan,28.50,44.50,23.83,8.33,1894
53001,1,2016-01-01 04:53:50,2016-01-01 04:56:13,1,0.6,-73.98148345947266,40.75432586669922,1,N,-73.9817657470703,40.74682235717773,1,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2016-01-01,Manhattan,Manhattan,9.50,14.00,5.20,0.97,616
53002,1,2016-01-01 04:53:50,2016-01-01 05:28:01,1,6.8,-73.96368408203125,40.71785354614258,1,N,-73.92385864257811,40.656192779541016,2,26.5,0.5,0.5,0.0,0.0,0.3,27.8,2016-01-01,Brooklyn,Brooklyn,27.00,41.00,25.02,6.45,2171
53003,1,2016-01-01 04:53:50,2016-01-01 05:41:48,1,12.1,-73.98426055908203,40.724964141845696,1,N,-73.86060333251955,40.82804489135742,2,46.5,0.5,0.5,0.0,0.0,0.3,47.8,2016-01-01,Manhattan,Bronx,40.00,61.50,36.31,12.63,2254
53004,1,2016-01-01 04:53:51,2016-01-01 05:09:54,1,5.3,-73.9871368408203,40.73323440551758,1,N,-73.91590118408203,40.747573852539055,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8,2016-01-01,Manhattan,Queens,25.50,37.50,21.10,5.71,1797
53005,1,2016-01-01 04:53:52,2016-01-01 05:11:07,3,6.6,-73.99073028564453,40.76112365722656,1,N,-74.0091552734375,40.70369338989258,1,21.0,0.5,0.5,3.0,0.0,0.3,25.3,2016-01-01,Manhattan,Manhattan,24.50,37.50,15.70,6.02,1902
53006,1,2016-01-01 04:53:52,2016-01-01 05:00:12,1,2.8,-73.98088073730467,40.75126266479492,1,N,-73.9527359008789,40.78030014038085,1,9.5,0.5,0.5,3.2,0.0,0.3,14.0,2016-01-01,Manhattan,Manhattan,16.00,23.50,10.10,3.08,1298
53007,1,2016-01-01 04:53:53,2016-01-01 05:09:34,3,3.4,-73.9873504638672,40.7203483581543,1,N,-73.93470001220702,40.696983337402344,1,14.0,0.5,0.5,3.05,0.0,0.3,18.35,2016-01-01,Manhattan,Brooklyn,16.50,25.00,13.70,3.66,1243
53008,1,2016-01-01 04:53:53,2016-01-01 05:00:37,1,0.9,-73.9890899658203,40.71869659423828,1,N,-73.99581146240234,40.71653747558594,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2016-01-01,Manhattan,Manhattan,9.00,13.00,5.22,0.64,527
53009,1,2016-01-01 04:53:55,2016-01-01 05:16:16,2,8.8,-73.94076538085938,40.71208190917969,1,N,-73.97511291503906,40.64081954956055,4,28.0,0.5,0.5,0.0,0.0,0.3,29.3,2016-01-01,Brooklyn,Brooklyn,28.00,43.50,26.13,8.61,1715
