index,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,travel_date,pickup_area,dropoff_area,lyft_cost,lyft_plus_cost,lyft_line_cost,lyft_distance,lyft_duration
62000,1,2016-01-01 08:07:14,2016-01-01 08:09:02,1,0.7,-73.95703887939453,40.77522659301758,1,N,-73.95012664794923,40.781925201416016,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,2016-01-01,Manhattan,Manhattan,8.00,12.00,5.20,0.71,278
62001,1,2016-01-01 08:07:15,2016-01-01 08:14:48,1,1.3,-73.98992919921875,40.73198318481445,1,N,-73.9922866821289,40.74116897583008,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,2016-01-01,Manhattan,Manhattan,10.00,14.50,5.40,0.97,709
62002,1,2016-01-01 08:07:16,2016-01-01 08:10:41,1,0.7,-73.95291137695312,40.79853439331055,1,N,-73.9637451171875,40.80316162109375,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,2016-01-01,Manhattan,Manhattan,9.00,13.00,6.80,0.83,469
62003,1,2016-01-01 08:07:22,2016-01-01 08:40:24,1,18.0,-73.99573516845702,40.76445388793945,2,N,-73.77632904052734,40.64545822143555,1,52.0,0.0,0.5,2.0,5.54,0.3,60.34,2016-01-01,Manhattan,Queens,65.50,100.00,61.08,20.22,3750
62004,1,2016-01-01 08:07:28,2016-01-01 08:17:01,3,2.3,-73.9521942138672,40.77824783325195,1,N,-73.98049163818358,40.77498245239258,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35,2016-01-01,Manhattan,Manhattan,13.50,19.50,8.37,2.26,1109
62005,1,2016-01-01 08:07:29,2016-01-01 08:10:49,1,0.8,-73.97315979003906,40.74877548217773,1,N,-73.97666931152342,40.73929214477539,1,5.0,0.0,0.5,0.0,0.0,0.3,5.8,2016-01-01,Manhattan,Manhattan,9.50,13.50,5.20,1.16,531
62006,1,2016-01-01 08:07:30,2016-01-01 08:07:30,1,0.0,-73.94703674316406,40.74523162841797,1,N,0.0,0.0,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,2016-01-01,Queens,Not Specified,0.0,0.0,0.0,0.0,0
62007,1,2016-01-01 08:07:32,2016-01-01 08:21:25,1,3.2,-73.99751281738281,40.64709854125977,1,N,-73.98258972167969,40.682533264160156,1,13.5,0.0,0.5,3.58,0.0,0.3,17.88,2016-01-01,Brooklyn,Brooklyn,16.00,24.00,14.80,3.29,1254
62008,1,2016-01-01 08:07:34,2016-01-01 08:10:02,1,0.3,-73.98123931884766,40.778823852539055,1,N,-73.97940063476562,40.77715301513672,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,2016-01-01,Manhattan,Manhattan,8.00,12.00,,0.34,168
62009,1,2016-01-01 08:07:36,2016-01-01 08:25:35,1,5.1,-73.99554443359375,40.759368896484375,1,N,-74.00975036621094,40.70188903808594,2,18.5,0.0,0.5,0.0,0.0,0.3,19.3,2016-01-01,Manhattan,Manhattan,25.50,38.50,16.10,5.84,2064
62010,1,2016-01-01 08:07:37,2016-01-01 08:13:35,1,1.1,-73.88397216796875,40.74748992919922,1,N,-73.88121032714845,40.735618591308594,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3,2016-01-01,Queens,Queens,9.50,13.50,6.80,1.17,540
62011,1,2016-01-01 08:07:46,2016-01-01 08:26:11,1,5.9,-73.96939849853516,40.75688552856445,1,N,-73.94966888427734,40.82438659667969,1,19.5,0.0,0.5,10.7,0.0,0.3,31.0,2016-01-01,Manhattan,Manhattan,27.50,42.00,22.80,7.3,1994
62012,1,2016-01-01 08:07:47,2016-01-01 08:28:13,1,7.4,-73.96730804443358,40.75540161132813,1,N,-73.92184448242188,40.702884674072266,2,23.5,0.0,0.5,0.0,0.0,0.3,24.3,2016-01-01,Manhattan,Brooklyn,29.00,43.00,24.30,6.9,1957
62013,1,2016-01-01 08:07:48,2016-01-01 08:22:18,1,4.7,-73.97264862060547,40.756629943847656,1,N,-73.906494140625,40.76554870605469,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8,2016-01-01,Manhattan,Queens,26.00,39.00,21.60,6.37,1818
62014,1,2016-01-01 08:07:50,2016-01-01 08:34:33,1,13.6,-73.98709106445312,40.72232055664063,3,Y,-74.17711639404298,40.69156265258789,2,56.0,0.0,0.0,0.0,12.5,0.3,68.8,2016-01-01,Manhattan,Not Specified,0.0,0.0,0.0,0.0,0
62015,1,2016-01-01 08:07:50,2016-01-01 08:15:19,1,1.6,-73.92183685302734,40.86750411987305,1,N,-73.93600463867188,40.84817123413085,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8,2016-01-01,Manhattan,Manhattan,12.50,18.50,10.19,2.6,831
62016,1,2016-01-01 08:07:52,2016-01-01 08:11:27,1,0.9,-73.99883270263672,40.74470520019531,1,N,-73.99453735351562,40.755237579345696,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,2016-01-01,Manhattan,Manhattan,10.00,14.50,5.38,1.0,686
