index,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,travel_date,pickup_area,dropoff_area
17500,1,2016-01-01 01:25:39,2016-01-01 01:31:57,1,1.0,-73.9772186279297,40.72630310058594,1,Y,-73.98995971679686,40.73493576049805,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,2016-01-01,Manhattan,Manhattan
17501,1,2016-01-01 01:25:39,2016-01-01 01:38:33,1,2.0,-73.9763412475586,40.74424362182617,1,N,-74.00309753417969,40.73313522338867,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2016-01-01,Manhattan,Manhattan
17502,1,2016-01-01 01:25:39,2016-01-01 01:39:27,1,5.4,-73.94486236572266,40.7942771911621,1,N,-73.91670227050781,40.84171676635742,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8,2016-01-01,Manhattan,Bronx
17503,1,2016-01-01 01:25:40,2016-01-01 01:51:25,2,8.1,-73.89756774902342,40.702674865722656,1,N,-73.9869613647461,40.71603775024415,1,27.5,0.5,0.5,5.76,0.0,0.3,34.56,2016-01-01,Queens,Manhattan
17504,1,2016-01-01 01:25:40,2016-01-01 01:35:28,1,2.6,-74.00852203369139,40.71412658691406,1,N,-73.99953460693358,40.69336318969727,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2016-01-01,Manhattan,Brooklyn
17505,1,2016-01-01 01:25:41,2016-01-01 01:40:30,1,2.6,-73.98058319091797,40.7657585144043,1,N,-73.97061920166014,40.78943634033203,1,12.0,0.5,0.5,1.7,0.0,0.3,15.0,2016-01-01,Manhattan,Manhattan
17506,1,2016-01-01 01:25:41,2016-01-01 01:42:23,2,7.7,-73.9820327758789,40.7752342224121,1,N,-73.918212890625,40.87071228027344,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8,2016-01-01,Manhattan,Manhattan
17507,1,2016-01-01 01:25:41,2016-01-01 01:29:39,1,0.7,-73.9680404663086,40.80210876464844,1,N,-73.97380828857422,40.79446411132813,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,2016-01-01,Manhattan,Manhattan
17508,1,2016-01-01 01:25:42,2016-01-01 01:42:51,1,2.7,-74.00469207763672,40.75191879272461,1,N,-74.00408935546875,40.72201919555664,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,2016-01-01,Manhattan,Manhattan
17509,1,2016-01-01 01:25:43,2016-01-01 01:38:31,1,1.7,-73.97936248779298,40.74704360961913,1,N,-73.9851837158203,40.72800064086913,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,2016-01-01,Manhattan,Manhattan
17510,1,2016-01-01 01:25:43,2016-01-01 01:33:12,2,1.7,-73.86769866943358,40.85456085205078,1,N,-73.89099884033203,40.86397552490234,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,2016-01-01,Bronx,Bronx
17511,1,2016-01-01 01:25:43,2016-01-01 01:33:13,2,2.1,-73.95587921142578,40.7761116027832,1,N,-73.9596176147461,40.79861068725585,1,8.5,0.5,0.5,1.5,0.0,0.3,11.3,2016-01-01,Manhattan,Manhattan
17512,1,2016-01-01 01:25:44,2016-01-01 01:41:15,1,3.1,-73.9934844970703,40.74213790893555,1,N,-74.01165771484375,40.70784759521485,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,2016-01-01,Manhattan,Manhattan
17513,1,2016-01-01 01:25:44,2016-01-01 01:49:10,2,6.8,-73.94461822509766,40.80913543701172,1,N,-73.95909118652342,40.74403381347656,1,23.0,0.5,0.5,6.05,0.0,0.3,30.35,2016-01-01,Manhattan,Queens
17514,1,2016-01-01 01:25:44,2016-01-01 02:00:33,3,5.8,-74.00470733642578,40.70722961425781,1,N,-73.9889144897461,40.76023864746094,2,26.0,0.5,0.5,0.0,0.0,0.3,27.3,2016-01-01,Manhattan,Manhattan
17515,1,2016-01-01 01:25:45,2016-01-01 01:40:01,1,2.6,-73.98295593261719,40.78178787231445,1,N,-73.94618225097656,40.773048400878906,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95,2016-01-01,Manhattan,Manhattan
17516,1,2016-01-01 01:25:46,2016-01-01 01:35:37,4,1.0,-73.98907470703125,40.730560302734375,1,N,-73.98368072509766,40.721290588378906,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2016-01-01,Manhattan,Manhattan
17517,1,2016-01-01 01:25:46,2016-01-01 01:47:53,2,4.7,-73.94974517822266,40.79377365112305,1,N,-73.9952392578125,40.74212265014648,1,18.5,0.5,0.5,0.0,0.0,0.3,19.8,2016-01-01,Manhattan,Manhattan
17518,1,2016-01-01 01:25:46,2016-01-01 02:09:44,4,17.2,-73.96292114257811,40.71200180053711,1,N,-73.85645294189453,40.83127212524415,2,52.5,0.5,0.5,0.0,0.0,0.3,53.8,2016-01-01,Brooklyn,Bronx
17519,1,2016-01-01 01:25:47,2016-01-01 01:38:03,1,2.4,-74.0038833618164,40.74766159057617,1,N,-73.99349212646483,40.72455596923828,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,2016-01-01,Manhattan,Manhattan
17520,1,2016-01-01 01:25:47,2016-01-01 01:31:11,2,0.8,-74.00186920166014,40.74858093261719,1,N,-73.9910888671875,40.74477005004883,1,5.5,0.5,0.5,2.04,0.0,0.3,8.84,2016-01-01,Manhattan,Manhattan
17521,1,2016-01-01 01:25:47,2016-01-01 01:58:24,1,13.8,0.0,0.0,1,N,0.0,0.0,2,40.5,0.5,0.5,0.0,0.0,0.3,41.8,2016-01-01,Not Specified,Not Specified
17522,1,2016-01-01 01:25:48,2016-01-01 01:40:17,1,1.8,-73.96884155273438,40.76134872436523,1,N,-73.99180603027342,40.754737854003906,1,11.0,0.5,0.5,2.45,0.0,0.3,14.75,2016-01-01,Manhattan,Manhattan
17523,1,2016-01-01 01:25:48,2016-01-01 01:39:11,1,3.1,-73.95736694335938,40.70927810668945,1,N,-73.97715759277344,40.683589935302734,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55,2016-01-01,Brooklyn,Brooklyn
17524,1,2016-01-01 01:25:48,2016-01-01 01:34:13,2,0.5,-73.97708892822266,40.75214385986328,1,N,-73.97271728515625,40.74910354614258,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,2016-01-01,Manhattan,Manhattan
17525,1,2016-01-01 01:25:48,2016-01-01 01:38:56,2,3.0,-73.9882583618164,40.76488494873047,1,N,-73.94927978515625,40.777103424072266,1,12.5,0.5,0.5,1.0,0.0,0.3,14.8,2016-01-01,Manhattan,Manhattan
17526,1,2016-01-01 01:25:49,2016-01-01 01:47:28,1,6.3,-73.99076080322266,40.76104736328125,1,N,-73.94244384765625,40.82565307617188,1,22.0,0.5,0.5,6.95,0.0,0.3,30.25,2016-01-01,Manhattan,Manhattan
17527,1,2016-01-01 01:25:49,2016-01-01 01:36:16,2,1.9,-73.97024536132812,40.762107849121094,1,N,-73.94981384277344,40.7787971496582,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5,2016-01-01,Manhattan,Manhattan
17528,1,2016-01-01 01:25:49,2016-01-01 01:39:50,2,3.2,-73.97629547119139,40.68264770507813,1,N,-74.00311279296875,40.723499298095696,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76,2016-01-01,Brooklyn,Manhattan
17529,1,2016-01-01 01:25:50,2016-01-01 01:50:41,1,4.5,-73.98828125,40.738731384277344,1,N,-73.95693969726562,40.70996475219727,1,19.0,0.5,0.5,5.05,0.0,0.3,25.35,2016-01-01,Manhattan,Brooklyn
17530,1,2016-01-01 01:25:50,2016-01-01 01:26:28,1,0.1,-73.98356628417969,40.73435592651367,1,N,-73.98410034179686,40.733642578125,3,2.5,0.5,0.5,0.0,0.0,0.3,3.8,2016-01-01,Manhattan,Manhattan
17531,1,2016-01-01 01:25:50,2016-01-01 01:50:40,3,4.1,-73.946044921875,40.781494140625,1,N,-73.99583435058595,40.76435089111328,1,18.5,0.5,0.5,5.9,0.0,0.3,25.7,2016-01-01,Manhattan,Manhattan
17532,1,2016-01-01 01:25:50,2016-01-01 01:34:42,1,0.9,-73.96814727783203,40.75542831420898,1,N,-73.97866821289062,40.76128768920898,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,2016-01-01,Manhattan,Manhattan
17533,1,2016-01-01 01:25:51,2016-01-01 01:38:33,1,1.9,-73.98934173583984,40.73013687133789,1,N,-73.99132537841797,40.75043869018555,1,10.0,0.5,0.5,0.56,0.0,0.3,11.86,2016-01-01,Manhattan,Manhattan
17534,1,2016-01-01 01:25:51,2016-01-01 01:40:44,1,2.8,-73.97144317626955,40.75054931640625,1,N,-73.98545837402342,40.76813507080078,1,12.5,0.5,0.5,3.45,0.0,0.3,17.25,2016-01-01,Manhattan,Manhattan
17535,1,2016-01-01 01:25:51,2016-01-01 01:41:38,2,2.2,-73.97673034667969,40.75219345092773,1,N,-73.97846984863281,40.73430252075195,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95,2016-01-01,Manhattan,Manhattan
